chpter,tumour type,option,,sctid,,ptsctid,,,,,,,,,,,,,,,,,,,,,,,
56,neoplasm of placenta,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
56,neoplasm of placenta,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
57,cancer of penis,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
57,cancer of penis,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
57,cancer of penis,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
57,cancer of penis,cTa,American Joint Committee on Cancer cTa (qualifier value),1228883000,cTa,5063601017,,,,,,,,,,,,,,,,,,,,,,,
57,cancer of penis,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
57,cancer of penis,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
57,cancer of penis,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
57,cancer of penis,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
57,cancer of penis,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
57,cancer of penis,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT1c,American Joint Committee on Cancer cT1c (qualifier value),1228899006,cT1c,5063669018,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT2c,American Joint Committee on Cancer cT2c (qualifier value),1228936003,cT2c,5063822013,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
58,cancer of prostate,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
59,cancer of testis,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
59,cancer of testis,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
59,cancer of testis,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
59,cancer of testis,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT3c,American Joint Committee on Cancer cT3c (qualifier value),1228941006,cT3c,5063841011,,,,,,,,,,,,,,,,,,,,,,,
60,carcinoma of kidney,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
61.1,urothelial carcinoma of renal pelvis or ureter,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
61.1,urothelial carcinoma of renal pelvis or ureter,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
61.1,urothelial carcinoma of renal pelvis or ureter,cTa,American Joint Committee on Cancer cTa (qualifier value),1228883000,cTa,5063601017,,,,,,,,,,,,,,,,,,,,,,,
61.1,urothelial carcinoma of renal pelvis or ureter,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
61.1,urothelial carcinoma of renal pelvis or ureter,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
61.1,urothelial carcinoma of renal pelvis or ureter,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
61.1,urothelial carcinoma of renal pelvis or ureter,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
61.1,urothelial carcinoma of renal pelvis or ureter,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
61.2,squamous cell carcinoma or adenocarcinoma of renal pelvis or ureter,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
61.2,squamous cell carcinoma or adenocarcinoma of renal pelvis or ureter,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
61.2,squamous cell carcinoma or adenocarcinoma of renal pelvis or ureter,cTa,American Joint Committee on Cancer cTa (qualifier value),1228883000,cTa,5063601017,,,,,,,,,,,,,,,,,,,,,,,
61.2,squamous cell carcinoma or adenocarcinoma of renal pelvis or ureter,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
61.2,squamous cell carcinoma or adenocarcinoma of renal pelvis or ureter,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
61.2,squamous cell carcinoma or adenocarcinoma of renal pelvis or ureter,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
61.2,squamous cell carcinoma or adenocarcinoma of renal pelvis or ureter,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
61.2,squamous cell carcinoma or adenocarcinoma of renal pelvis or ureter,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cTa,American Joint Committee on Cancer cTa (qualifier value),1228883000,cTa,5063601017,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
62.1,urothelial carcinoma of bladder,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cTa,American Joint Committee on Cancer cTa (qualifier value),1228883000,cTa,5063601017,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
62.2,squamous cell carcinoma or adenocarcinoma of bladder,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
63.1,urothelial carcinoma of male penis or female urethra,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
63.1,urothelial carcinoma of male penis or female urethra,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
63.1,urothelial carcinoma of male penis or female urethra,cTa,American Joint Committee on Cancer cTa (qualifier value),1228883000,cTa,5063601017,,,,,,,,,,,,,,,,,,,,,,,
63.1,urothelial carcinoma of male penis or female urethra,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
63.1,urothelial carcinoma of male penis or female urethra,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
63.1,urothelial carcinoma of male penis or female urethra,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
63.1,urothelial carcinoma of male penis or female urethra,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
63.1,urothelial carcinoma of male penis or female urethra,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
63.2,squamous cell carcinoma or adenocarcinoma of male penile or female urethra,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
63.2,squamous cell carcinoma or adenocarcinoma of male penile or female urethra,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
63.2,squamous cell carcinoma or adenocarcinoma of male penile or female urethra,cTa,American Joint Committee on Cancer cTa (qualifier value),1228883000,cTa,5063601017,,,,,,,,,,,,,,,,,,,,,,,
63.2,squamous cell carcinoma or adenocarcinoma of male penile or female urethra,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
63.2,squamous cell carcinoma or adenocarcinoma of male penile or female urethra,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
63.2,squamous cell carcinoma or adenocarcinoma of male penile or female urethra,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
63.2,squamous cell carcinoma or adenocarcinoma of male penile or female urethra,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
63.2,squamous cell carcinoma or adenocarcinoma of male penile or female urethra,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
63.3,urothelial carcinoma of prostatic urethra,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
63.3,urothelial carcinoma of prostatic urethra,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
63.3,urothelial carcinoma of prostatic urethra,cTa,American Joint Committee on Cancer cTa (qualifier value),1228883000,cTa,5063601017,,,,,,,,,,,,,,,,,,,,,,,
63.3,urothelial carcinoma of prostatic urethra,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
63.3,urothelial carcinoma of prostatic urethra,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
63.3,urothelial carcinoma of prostatic urethra,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
63.3,urothelial carcinoma of prostatic urethra,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
63.3,urothelial carcinoma of prostatic urethra,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
63.4,squamous cell carcinoma or adenocarcinoma of prostatic urethra,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
63.4,squamous cell carcinoma or adenocarcinoma of prostatic urethra,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
63.4,squamous cell carcinoma or adenocarcinoma of prostatic urethra,cTa,American Joint Committee on Cancer cTa (qualifier value),1228883000,cTa,5063601017,,,,,,,,,,,,,,,,,,,,,,,
63.4,squamous cell carcinoma or adenocarcinoma of prostatic urethra,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
63.4,squamous cell carcinoma or adenocarcinoma of prostatic urethra,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
63.4,squamous cell carcinoma or adenocarcinoma of prostatic urethra,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
63.4,squamous cell carcinoma or adenocarcinoma of prostatic urethra,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
63.4,squamous cell carcinoma or adenocarcinoma of prostatic urethra,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT1c,American Joint Committee on Cancer cT1c (qualifier value),1228899006,cT1c,5063669018,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT2c,American Joint Committee on Cancer cT2c (qualifier value),1228936003,cT2c,5063822013,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT3c,American Joint Committee on Cancer cT3c (qualifier value),1228941006,cT3c,5063841011,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
64,carcinoma of eyelid,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cTis,American Joint Committee on Cancer cTis (qualifier value),1228884006,cTis,5063604013,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cT4a,American Joint Committee on Cancer cT4a (qualifier value),1228945002,cT4a,5063858018,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cT4b,American Joint Committee on Cancer cT4b (qualifier value),1228946001,cT4b,5063859014,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cT4c,American Joint Committee on Cancer cT4c (qualifier value),1228947005,cT4c,5063866010,,,,,,,,,,,,,,,,,,,,,,,
65,carcinoma of conjunctiva,cT4d,American Joint Committee on Cancer cT4d (qualifier value),1228948000,cT4d,5063870019,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT1,American Joint Committee on Cancer cT1 (qualifier value),1228889001,cT1,5063628010,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT1a,American Joint Committee on Cancer cT1a (qualifier value),1228892002,cT1a,5063636018,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT1b,American Joint Committee on Cancer cT1b (qualifier value),1228895000,cT1b,5063651010,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT1c,American Joint Committee on Cancer cT1c (qualifier value),1228899006,cT1c,5063669018,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT1d,American Joint Committee on Cancer cT1d (qualifier value),1228928007,cT1d,5063789010,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT2,American Joint Committee on Cancer cT2 (qualifier value),1228929004,cT2,5063790018,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT2a,American Joint Committee on Cancer cT2a (qualifier value),1228931008,cT2a,5063796012,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT2b,American Joint Committee on Cancer cT2b (qualifier value),1228934000,cT2b,5063810010,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT2c,American Joint Committee on Cancer cT2c (qualifier value),1228936003,cT2c,5063822013,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT2d,American Joint Committee on Cancer cT2d (qualifier value),1228937007,cT2d,5063824014,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT3,American Joint Committee on Cancer cT3 (qualifier value),1228938002,cT3,5063830014,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT3a,American Joint Committee on Cancer cT3a (qualifier value),1228939005,cT3a,5063833011,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT3b,American Joint Committee on Cancer cT3b (qualifier value),1228940007,cT3b,5063836015,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT3c,American Joint Committee on Cancer cT3c (qualifier value),1228941006,cT3c,5063841011,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT3d,American Joint Committee on Cancer cT3d (qualifier value),1228942004,cT3d,5063844015,,,,,,,,,,,,,,,,,,,,,,,
66,melanoma of conjunctiva,cT4,American Joint Committee on Cancer cT4 (qualifier value),1228944003,cT4,5063853010,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cTX,American Joint Committee on Cancer cTX (qualifier value),1222604002,cTX,5048001014,,,,,,,,,,,,,,,,,,,,,,,
67.1,melanoma of iris,cT0,American Joint Committee on Cancer cT0 (qualifier value),1228882005,cT0,5063599019,,,,,,,,,,,,,,,,,,,,,,,
